Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2000,182,广州市,1.1601519,0.0,7.4351699,0.0,53.93,-760.9714172,700.69,2505.58,0.4776,2,1,0.023614474,0.093,0,0,0,3.07861211,0,0,284,0.040393613,0.01,74,201533.3032,0.062529589
2001,182,广州市,1.4067018,133.20632,9.5146352,0.0,48.27,-627.7839522,712.6,2826.294,0.4776,2,1,0.022691687,0.093,0,0,0,3.063705896,0,0,352,0.044296346,0.298539885,77,199561.493,0.065398284
2002,182,广州市,1.6532517,292.75422,11.5941,0.0,49.97,-468.2746135,720.62,3202.192,0.4776,2,1,0.02361851,0.093,0,0,0,3.048799682,0,0,434,0.048199078,0.306944016,105,213580.0031,0.067452707
2003,182,广州市,0.81729557,246.74623,14.285514,0.01117173,57.75,-514.1518616,725.19,3688.925,0.4771,2,1,0.025293247,0.209,0,0,0,3.033893467,0,0,565,0.05210181,0.355628843,113,252547.6915,0.069712534
2004,182,广州市,2.4597033,258.40434,18.551834,0.01311728,65.86,-502.3285842,737.67,4245.953,0.4616,2,1,0.026150121,0.227,0,0,0,6.7923444,0,0,690,0.056004542,0.339333091,141,289909.0093,0.087100829
2005,182,广州市,3.0968456,737.33166,24.650094,0.01192591,55.66,-23.52321892,750.53,4796.653,0.9151,2,1,0.026871133,0.184,0,0,0,6.7923444,0,0,818,0.059907274,0.404027634,164,324462.6427,0.089733496
2006,182,广州市,3.6658882,802.54576,28.919785,0.01066531,68.21,41.80844212,760.72,5515.671,0.8204,2,1,0.027866559,0.184,0,0,0,1.6094379,0,0,981,0.060605264,0.352907981,207,348279.5788,0.070792989
2006,182,广州市,3.6658882,802.54576,28.919785,0.01066531,68.21,41.80844212,760.72,5515.671,0.8204,2,1,0.027866559,0.184,0,0,0,6.7923444,0,0,981,0.060605264,0.352907981,207,348279.5788,0.091589031
2007,182,广州市,3.3289037,1431.6662,33.557497,0.01005414,68.91,670.6320942,773.48,6370.6,0.8217,2,1,0.030090126,0.179,0,0,0,1.9459101,0,0,1181,0.059507525,0.697109835,306,379676.8358,0.076670392
2008,182,广州市,2.8253834,1395.6996,39.701279,0.01040345,79.5,634.922317,784.14,7173.295,0.8223,2,1,0.030338983,0.197,0,0,0,0.69314718,0,0,1420,0.063044733,0.717365377,336,411576.0675,0.074895844
2009,182,广州市,4.1538905,1705.4643,47.999057,0.0091024,67.13,944.7801533,794.62,8013.288,0.8253,2,1,0.031631692,0.218,0,0,0,1.6094379,0,0,1693,0.066055956,0.968080931,431,431602.0915,0.084161638
2010,182,广州市,4.8471913,1439.333,49.963357,0.00860374,70.83,678.9275613,806.14,9055.016,0.8378,2,1,0.033140974,0.213,0,0,0,1.9459101,0,0,2007,0.068033755,1.654881754,603,414713.79,0.094553435
2011,182,广州市,5.2644868,1618.2212,72.970585,0.01096594,78.81,858.5593752,814.6,10082.76,0.8413,2,1,0.04173258,0.086,0,0,0,2.8332133,0,0,2412,0.09702506,2.484611504,842,493230.1584,0.116556167
2012,182,广州市,7.3866531,1700.1808,77.92919,0.01058559,165.82,940.6612895,822.3,11129.35,0.8502,2,1,0.043973635,0.076,1,0,0,3.1780538,0,0,2836,0.102768611,2.572288849,780,448446.8669,0.121840864
2013,182,广州市,8.8286496,877.22333,80.111912,0.01351889,162.6,118.4127451,832.3,12414.79,0.8527,2,1,0.043664245,0.096,1,0,0,3.2188758,0,0,3372,0.11482243,3.503308173,1355,446357.6881,0.143334641
2014,182,广州市,9.5238095,1134.6569,80.09768,0.01363846,322.45,375.6581524,842.4,13467.56,0.8543,2,1,0.043906147,0.151,1,0,0,3.6888795,0,0,4347,0.106779979,4.327990283,1465,501451.2865,0.156097826
2015,182,广州市,10.32857,1394.9536,78.618645,0.01382705,344.29,635.7096564,854.19,14582.68,0.8553,2,1,0.043087624,0.102,1,0,0,4.4886364,0,0,5611,0.095979673,6.915680344,1920,499667.0921,0.18597896
2016,182,广州市,10.419162,2301.897,82.874251,0.0137471,378.23,1542.136958,870.0,15693.88,0.8606,2,1,0.043749529,0.18,1,0,0,4.7621739,0,0,7182,0.115081704,8.781671807,2734,508143.397,0.226322631
2017,182,广州市,17.520858,567.05244,67.938021,0.01402315,370.3,-191.926707,898.0,16748.51,0.7693,2,1,0.044278935,0.182,1,0,0,5.2781147,0,0,9400,0.104724933,12.30993981,3594,409737.5256,0.273586672
2018,182,广州市,19.221698,574.29245,75.117925,0.01356329,350.16,-184.4070672,928.0,17753.42,0.8638,2,1,0.046898762,0.08,1,0,0,5.7268477,0,0,12913,0.108691242,13.41041626,6532,431122.2274,0.357707758
2019,182,广州市,20.843091,599.53162,81.733021,0.01132224,359.6,-158.9237676,954.0,18981.96,0.8646,2,1,0.930739535,0.082,1,0,0,6.0707377,0,0,16993,0.09927175,16.83615541,6226,401687.0149,0.397499952
2020,182,广州市,20.254249,318.25311,56.293185,0.00908119,402.83,-440.9629768,983.0,19496.37,0.8619,2,1,0.975264651,0.093,1,0,0,6.5453497,0,0,24588,0.083911203,17.83652483,10643,430320.1857,0.531372944
2021,182,广州市,24.271363,36.974596,30.853349,0.00684014,371.95,-722.9692822,1012.0,21083.37,0.8646,2,1,0.992879767,0.093,1,0,0,6.7923444,0,0,45154,0.142984134,20.53401812,8832,438343.3262,0.678597716
2000,183,韶关市,0.79420915,0.0,4.6241809,0.0,26.83,-761.080872,310.93,192.72,0.5113,5,4,0.001768289,0.111,0,0,0,6.7923444,0,0,1,0.00152787,0.036904762,5,31109.18792,0.064389331
2001,183,韶关市,1.0301637,223.11534,6.7582015,0.0,31.22,-538.0496509,312.63,212.3774,0.5113,5,4,0.001638954,0.111,0,0,0,6.7923444,0,0,1,0.003142586,0.011852554,6,31415.5343,0.064698707
2002,183,韶关市,1.2661183,254.02202,8.8922221,0.0,35.47,-507.0832966,313.74,234.4647,0.5113,5,4,0.001509927,0.111,0,0,0,6.7923444,0,0,5,0.004757303,0.069308074,5,33763.13212,0.0653991
2003,183,韶关市,1.4372119,277.61031,13.236275,0.01042391,33.94,-483.3463218,314.85,264.7106,0.3972,5,4,0.001491977,0.12,0,0,0,6.7923444,0,0,6,0.00637202,0.099720782,5,41007.52842,0.065964993
2004,183,韶关市,0.95108785,326.19484,15.789424,0.01135972,32.54,-434.7045712,316.98,288.7993,0.3982,5,4,0.001432053,0.122,0,0,0,6.7923444,0,0,6,0.007986736,0.098357431,5,47580.10397,0.066370975
2005,183,韶关市,1.0627383,117.07565,18.837678,0.0132582,35.42,-643.5506612,318.66,318.0258,0.4976,5,4,0.001394071,0.123,0,0,0,6.7923444,0,0,8,0.009601453,0.097789947,8,48159.54176,0.066846882
2006,183,韶关市,1.1640132,106.17312,21.438775,0.00892288,35.12,-654.3454487,320.32,366.6837,0.4625,5,4,0.001478923,0.113,0,0,0,6.7923444,0,0,11,0.007990497,0.063763891,8,51993.034,0.066293633
2007,183,韶关市,1.4865167,827.36307,29.772207,0.00857803,39.54,66.62401426,321.19,421.3929,0.4626,5,4,0.001555544,0.101,0,0,0,0.0,0,0,13,0.010673491,0.011155734,14,60987.18142,0.03959025
2008,183,韶关市,2.4214037,1036.0811,32.0931,0.00857237,43.67,275.2807924,323.09,472.8029,0.4688,5,4,0.001546878,0.107,0,0,0,1.0986123,0,0,14,0.011129487,0.006863418,23,68587.22084,0.044256234
2009,183,韶关市,2.6692823,874.12656,37.743265,0.0091653,40.99,113.663935,325.54,517.3882,0.4729,5,4,0.00163787,0.103,0,0,0,0.0,0,0,17,0.013433135,0.017055145,15,64169.97444,0.040369867
2010,183,韶关市,4.0151505,1116.612,44.447716,0.00937298,39.58,356.2324083,328.1,581.9065,0.5253,5,4,0.00165791,0.067,0,0,0,0.0,0,0,26,0.025376082,0.041328718,37,69447.74996,0.043981288
2011,183,韶关市,4.2138447,509.58098,32.352555,0.01107955,44.25,-250.8027803,329.7,641.8429,0.5277,5,4,0.001740237,0.047,0,0,0,2.0794415,0,0,31,0.016488203,0.128930294,30,80618.10102,0.050390984
2012,183,韶关市,5.2076379,600.21765,37.48164,0.01044386,104.49,-160.0318695,326.5,716.8743,0.533,5,4,0.001884851,0.041,1,0,0,0.69314718,0,0,35,0.019898209,0.10137379,35,81143.76636,0.045682403
2013,183,韶关市,6.8628745,649.44041,47.555761,0.00870536,106.17,-110.4512096,328.0,793.7233,0.5373,5,4,0.001933597,0.052,1,0,0,1.7917595,0,0,41,0.019611978,0.062938916,47,88595.9786,0.050082625
2014,183,韶关市,8.4153288,821.86432,48.032108,0.0091748,195.76,61.87290514,329.1,854.1256,0.538,5,4,0.001902564,0.096,1,0,0,1.0986123,0,0,51,0.031262623,0.060851201,55,83330.92522,0.050478079
2015,183,韶关市,13.743256,1023.9782,45.938104,0.00887609,195.05,263.7940587,330.21,904.4336,0.5429,5,4,0.001843974,0.048,1,0,0,2.1972246,0,0,62,0.031168793,0.027890113,43,75742.75231,0.054577412
2016,183,韶关市,11.26408,413.65957,44.430538,0.00872503,202.94,-346.1429987,334.0,959.6945,0.5479,5,4,0.001815301,0.11,1,0,0,2.3025851,0,0,76,0.034399029,0.051880674,57,74101.22521,0.056283036
2017,183,韶关市,13.059701,555.06468,55.970149,0.0089043,223.02,-204.3922478,335.0,1021.499,0.5549,5,4,0.001733147,0.121,1,0,0,2.7725887,0,0,101,0.034109201,0.074936772,76,87526.61552,0.058713795
2018,183,韶关市,17.139334,438.14303,62.268804,0.01013501,207.33,-320.9578805,337.0,1062.359,0.5649,5,4,0.001698436,0.081,1,0,0,3.7612001,0,0,138,0.036837935,0.119124692,213,92104.06817,0.066214089
2019,183,韶关市,16.259169,1013.6895,66.748166,0.012035,214.37,254.3219813,337.0,1126.1,0.5739,5,4,0.004134786,0.089,1,0,0,4.3944492,0,0,176,0.022262688,0.116362098,218,91524.62524,0.065379835
2020,183,韶关市,18.71253,523.76272,47.593625,0.01393499,249.43,-235.9487789,337.0,1160.221,0.5733,5,4,0.003894942,0.111,1,0,0,4.5108595,0,0,256,0.025693494,0.124756724,414,107716.6413,0.070714519
2021,183,韶关市,22.752714,33.835947,28.439083,0.01583498,234.5,-726.2081949,337.0,1260.0,0.5813,5,4,0.003823029,0.111,1,0,0,4.9836066,0,0,465,0.032889866,0.179141678,318,132131.7544,0.074578074
2000,184,深圳市,2.1800132,0.0,5.6543772,0.0,53.62,-761.0318153,124.92,2219.2,0.5813,1,1,0.048322217,0.043,0,0,0,0.0,0,0,133,0.391673427,0.01,66,138806.4787,0.138688771
2000,184,深圳市,2.1800132,0.0,5.6543772,0.0,53.62,-761.0318153,124.92,2219.2,0.5813,1,1,0.048322217,0.043,0,0,0,0.0,0,0,133,0.391673427,0.01,66,138806.4787,0.138688771
2001,184,深圳市,2.5919259,168.3749,11.15711,0.0,54.12,-592.5707869,132.04,2540.984,0.5813,1,1,0.005151287,0.043,0,0,0,0.0,0,0,189,0.381686058,1.343495027,138,134559.4322,0.144187723
2001,184,深圳市,2.5919259,168.3749,11.15711,0.0,54.12,-592.5707869,132.04,2540.984,0.5813,1,1,0.005151287,0.043,0,0,0,0.038426532,0,0,189,0.381686058,1.343495027,138,134559.4322,0.144341907
2002,184,深圳市,3.0038387,170.15048,16.659842,0.0,56.71,-590.584444,139.45,2942.459,0.5813,1,1,0.052555044,0.043,0,0,0,0.0,0,0,235,0.371698689,1.05104198,114,144614.8465,0.140152542
2002,184,深圳市,3.0038387,170.15048,16.659842,0.0,56.71,-590.584444,139.45,2942.459,0.5813,1,1,0.052555044,0.043,0,0,0,0.306428382,0,0,235,0.371698689,1.05104198,114,144614.8465,0.141382064
2003,184,深圳市,4.3596587,155.02865,26.257481,0.01528294,57.22,-605.3204867,150.93,3504.469,0.5829,1,1,0.055898618,0.052,0,0,0,0.0,0,0,308,0.361711319,0.992978584,129,157849.406,0.138109935
2003,184,深圳市,4.3596587,155.02865,26.257481,0.01528294,57.22,-605.3204867,150.93,3504.469,0.5829,1,1,0.055898618,0.052,0,0,0,0.574430232,0,0,308,0.361711319,0.992978584,129,157849.406,0.140414795
2004,184,深圳市,4.6423804,389.87184,36.119782,0.0147617,64.91,-370.276118,165.13,4114.247,0.9978,1,1,0.070204918,0.061,0,0,0,0.0,0,0,394,0.35172395,1.001976922,206,182103.9366,0.137549868
2004,184,深圳市,4.6423804,389.87184,36.119782,0.0147617,64.91,-370.276118,165.13,4114.247,0.9978,1,1,0.070204918,0.061,0,0,0,6.9450511,0,0,394,0.35172395,1.001976922,206,182103.9366,0.165416388
2005,184,深圳市,6.6883071,376.08454,37.979217,0.01583012,63.26,-383.9678128,181.93,4743.727,1.0,1,1,0.085345622,0.059,0,0,0,0.0,0,0,512,0.341736581,1.270861877,284,197205.9564,0.138487811
2006,184,深圳市,6.8034104,377.74126,43.988632,0.01330798,61.53,-382.0831035,196.83,5535.929,1.0,1,1,0.095345622,0.056,0,0,0,0.69314718,0,0,638,0.269927876,1.546940413,407,205461.834,0.127279047
2007,184,深圳市,8.0939884,1556.3538,45.321429,0.0136312,65.73,795.7075832,212.38,6355.247,1.0,1,1,0.099887353,0.067,0,0,0,1.9459101,0,0,770,0.284310545,1.989276842,629,218427.6436,0.142880481
2008,184,深圳市,5.2646973,1748.5181,49.785512,0.01278676,72.21,987.8775804,228.07,7136.943,1.0,1,1,0.010789275,0.071,0,0,0,2.1972246,0,0,898,0.320919057,2.404129204,775,226994.9124,0.158674208
2009,184,深圳市,6.7635186,1778.4017,59.525248,0.01343785,65.43,1018.119721,245.96,7956.978,1.0,1,1,0.111445783,0.066,0,0,0,1.7917595,0,0,1095,0.320819664,3.511371213,912,245597.2527,0.166126869
2010,184,深圳市,19.323453,544.81428,48.971379,0.01160261,68.56,-214.8562372,259.87,8938.868,1.0,1,1,0.013622268,0.066,0,0,0,2.3025851,0,0,1337,0.356972428,8.18486212,1438,222669.6142,0.210664885
2011,184,深圳市,31.883388,725.33849,53.895526,0.01165501,68.91,-34.19018607,267.9,9841.693,1.0,1,1,0.014197803,0.031,0,0,0,2.944439,0,0,1660,0.25991191,9.971723247,1788,250399.6384,0.205389866
2012,184,深圳市,44.443323,814.11366,61.889616,0.0254717,161.69,54.91214596,287.6,10842.59,1.0,1,1,0.140210315,0.032,1,0,0,3.0445224,0,0,2096,0.315418042,10.97127888,1743,240942.0831,0.227165977
2013,184,深圳市,57.003257,868.24802,91.205212,0.01007371,155.54,110.2099725,310.5,11994.08,1.0,1,1,0.229043565,0.041,1,0,0,2.6390573,0,0,3025,0.26460753,13.82084202,2508,220928.0117,0.246145051
2014,184,深圳市,61.793867,1186.2924,79.317501,0.00974531,356.32,427.5988185,332.2,13062.75,1.0,1,1,0.229582323,0.076,1,0,0,4.1108739,0,0,4157,0.299991995,18.09425232,2790,240760.1118,0.294687409
2015,184,深圳市,40.24378,0.0,74.11821,0.00967946,341.04,-758.1576867,354.99,14238.4,1.0,1,1,0.230327942,0.084,1,0,0,4.4998097,0,0,5678,0.240955206,27.72178036,3688,242714.0679,0.353898199
2016,184,深圳市,18.693694,631.93018,68.918919,0.0100503,372.63,-127.0518412,385.0,15569.69,1.0,1,1,0.024562964,0.088,1,0,0,4.9487599,0,0,7689,0.268827508,35.76114378,4037,251883.9815,0.422042547
2017,184,深圳市,82.06278,666.74888,107.62332,0.01014073,330.9,-90.33536338,435.0,16941.38,0.9974,1,1,0.232245418,0.072,1,0,0,5.049856,0,0,10080,0.19522753,46.90704107,5660,190559.8186,0.502453838
2018,184,深圳市,101.33333,664.52444,113.33333,0.00979603,389.23,-92.20343257,455.0,18254.33,0.9975,1,1,0.243609865,0.035,1,0,0,5.9188939,0,0,12918,0.18765538,52.98316158,9332,195149.4277,0.61693531
2019,184,深圳市,100.48279,660.79295,87.004405,0.01081951,395.02,-96.93891952,551.0,19468.25,0.9952,1,1,0.25428902,0.034,1,0,0,6.4361504,0,0,16475,0.156254941,57.72809884,10007,182547.1037,0.671214234
2020,184,深圳市,99.632237,356.6956,63.627748,0.01184299,357.35,-401.70335,591.0,20062.03,0.9932,1,1,0.259246075,0.043,1,0,0,6.7262334,0,0,21885,0.138291791,71.57925346,14766,195685.3403,0.855432166
2021,184,深圳市,30.783843,52.598253,40.251092,0.01286647,428.94,-706.9535943,631.0,21466.37,1.0,1,1,0.027651335,0.043,1,0,0,6.9450511,0,0,36749,0.229411666,82.94416054,12317,187032.6362,1.0
2000,185,珠海市,3.130196,0.0,19.938389,0.0,29.11,-760.4821188,73.9,335.92,0.8548,5,2,0.016656461,0.034,0,0,0,6.9450511,0,0,56,-0.098574861,0.01,14,44169.96236,0.0398524
2001,185,珠海市,4.1268319,456.19183,30.825459,0.0,31.35,-304.210653,75.93,375.9953,0.8548,5,2,0.016131517,0.034,0,0,0,6.9450511,0,0,68,-0.081820033,0.054087135,12,43045.43508,0.044397494
2002,185,珠海市,11.38386,1106.7486,41.712529,0.0,33.4,346.3250745,78.61,421.8667,0.8548,5,2,0.018364929,0.034,0,0,0,6.9450511,0,0,85,-0.065065205,0.088338028,16,48413.95282,0.049034798
2003,185,珠海市,17.532616,1032.9376,59.556467,0.00824985,33.11,273.2914372,82.02,494.6809,0.9904,5,2,0.021244076,0.033,0,0,0,6.9450511,0,0,108,-0.048310378,0.0295068,24,57964.2479,0.053337279
2004,185,珠海市,21.223279,1043.4145,72.622604,0.00616592,31.84,284.2834864,86.17,565.2224,0.9855,5,2,0.024469472,0.038,0,0,0,6.9450511,0,0,120,-0.03155555,0.122789156,23,66465.12889,0.058135897
2005,185,珠海市,23.202939,1175.0857,87.588659,0.00613403,40.14,416.4391567,89.6,639.9448,0.879,5,2,0.028986967,0.031,0,0,0,0.0,0,0,140,-0.014800722,0.156778785,26,69566.05949,0.034910014
2006,185,珠海市,25.182598,1169.6355,102.55471,0.00609303,33.38,411.5760087,92.63,744.1277,0.8506,5,2,0.029982719,0.038,0,0,0,0.0,0,0,176,0.075434131,0.156029901,62,85169.94663,0.05884017
2007,185,珠海市,29.438365,1332.5833,131.06843,0.00485692,38.5,575.5160633,95.69,869.4388,0.851,5,2,0.031463845,0.047,0,0,0,0.486477525,0,0,196,0.055175119,0.540199087,101,91398.72466,0.058277588
2008,185,珠海市,14.470549,1437.2256,128.71032,0.00488732,35.23,679.8835132,99.48,950.9053,0.8514,5,2,0.03218318,0.078,0,0,0,0.97295505,0,0,217,0.056673212,0.503326596,139,97929.62945,0.061240969
2009,185,珠海市,17.366291,1421.4731,143.70453,0.00399794,41.85,664.7333878,102.65,1014.711,0.8716,5,2,0.034371712,0.07,0,0,0,1.459432575,0,0,250,0.053988865,0.575505349,110,94804.98846,0.062594853
2010,185,珠海市,20.070683,1515.8622,166.65085,0.00435378,40.56,759.9433416,104.74,1149.262,0.8765,5,2,0.036376728,0.073,0,0,0,1.9459101,0,0,294,0.058287759,0.646858012,194,98829.23628,0.067751588
2011,185,珠海市,23.853236,1600.793,122.40816,0.00542773,43.7,843.1560494,106.0,1284.645,0.878,5,2,0.03859447,0.027,0,0,0,2.3025851,0,0,337,0.075866355,0.903266052,257,117272.0671,0.0763009
2012,185,珠海市,30.418251,1824.8347,146.58087,0.00539326,95.2,1067.995804,106.6,1384.59,0.8782,5,2,0.039445115,0.023,1,0,0,2.5649494,1,0,390,0.075850937,0.998618234,283,103301.2945,0.078639584
2013,185,珠海市,32.032615,1795.6902,174.07979,0.00778165,91.32,1039.929823,108.6,1535.926,0.8785,5,2,0.043271462,0.027,1,0,0,1.6094379,1,0,473,0.087347548,1.552811463,355,105821.0841,0.082245707
2014,185,珠海市,35.294118,1710.3329,200.28694,0.00817142,207.17,955.6557645,110.2,1695.816,0.8787,5,2,0.043464434,0.049,1,0,0,2.9957323,1,0,600,0.094057796,1.496191976,421,141771.6118,0.091307324
2015,185,珠海市,37.247599,1623.1047,187.35822,0.00888878,207.59,868.0153818,112.45,1864.889,0.8807,5,2,0.042881928,0.038,1,0,0,3.4965076,1,0,791,0.101221321,2.206185256,366,142343.3042,0.098998693
2016,185,珠海市,40.934066,1675.5495,191.48352,0.00745746,228.3,920.6040804,115.0,2016.69,0.888,5,2,0.042121601,0.046,1,0,0,3.988984,1,0,1019,0.119999791,2.624560784,675,144033.4877,0.114750316
2017,185,珠海市,49.593496,1747.4228,194.30894,0.00721823,209.56,992.5928682,119.0,2240.14,0.8937,5,2,0.0438928,0.056,1,0,0,4.4773368,1,0,1335,0.124643544,3.892435579,896,116718.4596,0.130081071
2018,185,珠海市,52.230971,1745.2546,189.50131,0.007986,249.41,990.2624052,127.0,2418.007,0.9008,5,2,0.044701325,0.033,1,0,0,5.1179938,1,0,1822,0.171902465,4.003320248,1375,125205.4388,0.157029708
2019,185,珠海市,56.410256,1661.7436,188.97436,0.00832392,228.86,906.8237114,133.0,2582.189,0.9072,5,2,0.051672933,0.028,1,0,0,5.5093883,1,0,2242,0.22280524,5.259906786,1431,119016.4023,0.181653738
2020,185,珠海市,92.490842,926.5245,187.76181,0.00866185,213.72,172.36633,140.5,2659.655,0.9047,5,2,0.016656461,0.034,1,0,0,5.9763509,1,0,3008,0.221723113,5.01641982,2159,130165.4913,0.200159635
2021,185,珠海市,128.57143,191.30542,186.54926,0.00899978,222.99,-562.0910314,148.0,2843.437,0.9075,5,2,0.039480257,0.034,1,0,0,6.3189681,1,0,4593,0.446867805,5.468713405,1437,132834.5006,0.260321939
2000,186,汕头市,0.44627683,0.0,2.472533,0.0,27.39,-761.1651379,458.83,450.16,0.9075,4,3,0.099956395,0.037,0,0,0,0.0,0,0,12,0.015336945,0.01,4,56978.02572,0.040596933
2000,186,汕头市,0.44627683,0.0,2.472533,0.0,27.39,-761.1651379,458.83,450.16,0.9075,4,3,0.099956395,0.037,0,0,0,0.0,0,0,12,0.015336945,0.01,4,56978.02572,0.040596933
2001,186,汕头市,0.53456145,268.72815,9.1204408,0.0,30.12,-492.384721,461.59,441.652,0.9075,4,3,0.015116279,0.037,0,0,0,0.0,0,0,16,0.016605948,0.025634453,10,56776.67055,0.041128451
2001,186,汕头市,0.53456145,268.72815,9.1204408,0.0,30.12,-492.384721,461.59,441.652,0.9075,4,3,0.015116279,0.037,0,0,0,0.0,0,0,16,0.016605948,0.025634453,10,56776.67055,0.041128451
2002,186,汕头市,1.5153997,307.15924,15.768349,0.0,30.76,-453.7226997,479.5,466.8703,0.9075,4,3,0.017354651,0.037,0,0,0,0.0,0,0,18,0.017874951,0.021680217,10,61966.34711,0.041448184
2002,186,汕头市,1.5153997,307.15924,15.768349,0.0,30.76,-453.7226997,479.5,466.8703,0.9075,4,3,0.017354651,0.037,0,0,0,0.0,0,0,18,0.017874951,0.021680217,10,61966.34711,0.041448184
2003,186,汕头市,2.1157766,321.34937,17.529556,0.0148448,30.68,-439.471956,484.64,507.9549,0.5,4,3,0.014471899,0.039,0,0,0,0.0,0,0,23,0.019143954,0.020002,12,66426.04373,0.041835019
2003,186,汕头市,2.1157766,321.34937,17.529556,0.0148448,30.68,-439.471956,484.64,507.9549,0.5,4,3,0.014471899,0.039,0,0,0,0.015290439,0,0,23,0.019143954,0.020002,12,66426.04373,0.041896371
2004,186,汕头市,2.2701201,333.95118,21.171688,0.01204282,36.2,-426.7400404,487.52,565.8618,0.5016,4,3,0.014399225,0.043,0,0,0,1.0986123,0,0,24,0.020412957,0.078952457,6,77375.12529,0.046754625
2004,186,汕头市,2.2701201,333.95118,21.171688,0.01204282,36.2,-426.7400404,487.52,565.8618,0.5016,4,3,0.014399225,0.043,0,0,0,5.3327188,0,0,24,0.020412957,0.078952457,6,77375.12529,0.063743674
2005,186,汕头市,1.9282035,247.17885,24.739933,0.0142539,32.11,-513.3142759,491.29,629.8041,0.7234,4,3,0.014641473,0.045,0,0,0,1.0986123,0,0,25,0.021681961,0.090281546,20,82505.05556,0.047381226
2006,186,汕头市,2.0621232,254.63129,29.728111,0.01586602,38.39,-505.6768633,495.35,702.2316,0.7005,4,3,0.013997271,0.043,0,0,0,0.69314718,0,0,29,0.022626309,0.126050029,24,87297.32118,0.046265236
2007,186,汕头市,2.8369358,298.07295,30.290448,0.01597582,36.26,-462.2407933,500.82,793.5217,0.7005,4,3,0.014791667,0.048,0,0,0,0.0,0,0,33,0.023239824,0.174849008,22,96677.83174,0.043869857
2008,186,汕头市,3.340722,277.7648,33.254829,0.01588703,43.84,-482.4174809,506.57,877.635,0.7028,4,3,0.014392906,0.045,0,0,0,0.0,0,0,34,0.023887272,0.110199968,55,99905.27544,0.044299343
2009,186,汕头市,4.5273573,299.45207,40.474219,0.016122,42.65,-460.4635622,510.73,956.6221,0.6958,4,3,0.015329457,0.046,0,0,0,0.97295505,0,0,39,0.025634146,0.283908524,38,107473.6963,0.04922805
2010,186,汕头市,4.8839242,287.99029,46.945119,0.01662404,43.48,-471.6682735,524.11,1055.633,0.6846,4,3,0.0146794,0.059,0,0,0,1.9459101,0,0,50,0.026269915,0.61525983,51,111783.9508,0.055189563
2011,186,汕头市,5.6974498,310.14104,56.555255,0.01552288,44.15,-449.1630196,529.4,1162.463,0.6934,4,3,0.016180082,0.023,0,0,0,0.69314718,0,0,58,0.035855011,0.917702378,63,136608.4951,0.054329086
2012,186,汕头市,6.7126966,369.20598,41.975451,0.01583333,91.51,-390.6891634,532.9,1273.129,0.695,4,3,0.024101864,0.019,1,0,0,1.3862944,0,0,62,0.035177377,0.949285646,57,123299.1649,0.057014772
